Ontology	Scp	Target_gene_symbol	Organism	ReadWrite_references
Custom_transmembrane_transport	Sodium L2B by symporter	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A10	Homo_sapiens	NCBI;PMID: 17692818
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A15	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A16	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A17	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A18	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A19	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A3	Homo_sapiens	NCBI;PMID: 24692143
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A7	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A8	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B by symporter	SLC6A9	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium L2B by symporter	SLC9A7	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium L2B by symporter	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium lactate symporter	SLC5A12	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium lactate symporter	SLC5A8	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium large neutral amino acid symporter	SLC6A15	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium large neutral amino acid symporter B2L	SLC7A6	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium large neutral amino acid symporter B2L	SLC7A7	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium leucine symporter	SLC6A17	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium lipoate symporter	SLC5A6	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium lipoate symporter	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium lipoic acid symporter	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Custom_transmembrane_transport	Sodium mannose symporter	SLC5A10	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium mannose symporter	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Custom_transmembrane_transport	Sodium methylated amino acid symporter	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium mono-, di- or tricarboxylate symporter	SLC13A2	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium mono-, di- or tricarboxylate symporter	SLC5A12	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium mono-, di- or tricarboxylate symporter	SLC5A8	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium mono-, di- or tricarboxylate symporter B2L	SLC13A3	Homo_sapiens	NCBI;PMID: 27053689
Custom_transmembrane_transport	Sodium mono-, di- or tricarboxylate symporter B2L	SLC13A5	Homo_sapiens	PMID: 24114175;UniProt
Custom_transmembrane_transport	Sodium monocarboxylate symporter	SLC5A12	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium monocarboxylate symporter	SLC5A8	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium myo-inositol symporter	SLC5A11	Homo_sapiens	NCBI;PMID: 24944204
Custom_transmembrane_transport	Sodium myo-inositol symporter B2L	SLC5A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium N methyl L proline symporter	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium neurotransmitter symporter	SLC6A17	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium neutral amino acid symporter	SLC6A18	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium neutral amino acid symporter	SLC6A19	Homo_sapiens	UniProt online;PMID: 24692143
Custom_transmembrane_transport	Sodium neutral amino acid symporter B2L	SLC38A2	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Custom_transmembrane_transport	Sodium neutral amino acid symporter B2L	SLC38A4	Homo_sapiens	GeneCards-online-2021May22;PMID: 24692143
Custom_transmembrane_transport	Sodium nicotinate symporter	SLC5A12	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium nicotinate symporter	SLC5A8	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium noradrenalin symporter	SLC6A2	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium nucleoside symporter	SLC28A1	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium nucleoside symporter	SLC28A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium nucleoside symporter	SLC28A3	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium organic cation symporter	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium organic cation symporter	SLC23A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC10A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC10A2	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC10A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC10A5	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC10A6	Homo_sapiens	Full gene name
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC23A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC44A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium organic molecule symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium pantothenate symporter	SLC5A6	Homo_sapiens	EntrezGene Summary online
Custom_transmembrane_transport	Sodium pantothenate symporter	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium phosphate symporter	SLC17A1	Homo_sapiens	PMID: 34290818;UniProt
Custom_transmembrane_transport	Sodium phosphate symporter	SLC17A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium phosphate symporter	SLC17A3	Homo_sapiens	PMID: 34290818;UniProt online
Custom_transmembrane_transport	Sodium phosphate symporter	SLC17A4	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium phosphate symporter	SLC20A1	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter	SLC20A2	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter	SLC34A1	Homo_sapiens	UniProt;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter	SLC34A2	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter	SLC34A3	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter, Type II	SLC34A1	Homo_sapiens	UniProt;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter, Type II	SLC34A2	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter, Type II	SLC34A3	Homo_sapiens	NCBI;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter, Type III	SLC20A1	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium phosphate symporter, Type III	SLC20A2	Homo_sapiens	GeneCards-online-2021May24;PMID: 32353243
Custom_transmembrane_transport	Sodium pipecolate symporter	SLC6A20	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium potassium chloride symporter	SLC12A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium potassium chloride symporter	SLC12A2	Homo_sapiens	Tocris Summary
Custom_transmembrane_transport	Sodium potassium symporter	SLC12A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium potassium symporter	SLC12A2	Homo_sapiens	Tocris Summary
Custom_transmembrane_transport	Sodium potassium symporter	SLC9A7	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium potassium vs hydrogen antiporter	SLC9A7	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium proline symporter	SLC6A7	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium pyruvate symporter	SLC5A12	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium pyruvate symporter	SLC5A8	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium serotonin symporter	SLC6A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium small organic molecule symporter	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium small organic molecule symporter	SLC23A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium small organic molecule symporter	SLC44A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium small organic molecule symporter	SLC5A7	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium sugar symporter	MFSD4B	Homo_sapiens	NCBI-protein-domain-online-2020February08
Custom_transmembrane_transport	Sodium sugar symporter	SGLT5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium sugar symporter	SLC5A10	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium sugar symporter	SLC5A11	Homo_sapiens	NCBI;PMID: 24944204
Custom_transmembrane_transport	Sodium sugar symporter	SLC5A9	Homo_sapiens	PMID: 15607332;GeneCards-online-2021May24
Custom_transmembrane_transport	Sodium sugar symporter B2L	SLC5A3	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium sulfate symporter	SLC13A1	Homo_sapiens	UniProt online;PMID: 24193406;PMID: 21298488;PMID: 17002596
Custom_transmembrane_transport	Sodium sulfate symporter	SLC13A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium taurine symporter	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	Sodium taurine symporter B2L	SLC6A13	Homo_sapiens	UniProt;PMID: 24692143
Custom_transmembrane_transport	Sodium taurocholate symporter	SLC10A1	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium tricarboxylate symporter B2L	SLC13A5	Homo_sapiens	PMID: 24114175;UniProt
Custom_transmembrane_transport	Sodium vitamin symporter	SLC23A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vitamin symporter	SLC5A6	Homo_sapiens	NCBI;PMID: 22420308
Custom_transmembrane_transport	Sodium vitamin symporter	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs chloride antiporter	SLC4A10	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium vs chloride antiporter	SLC4A8	Homo_sapiens	NCBI;UniProt
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC38A10	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC38A11	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9A2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9A3	Homo_sapiens	UniProt online
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9A5	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9A6	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9A7	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9A8	Homo_sapiens	NCBI
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9A9	Homo_sapiens	Entrez Gene online
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9B1	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9C1	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium vs hydrogen antiporter	SLC9C2	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs organic cation antiporter	SLC22A5	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs potassium antiporter	SLC1A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium vs potassium antiporter	SLC1A2	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium vs potassium antiporter	SLC1A3	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	Sodium-dependent lipoate transporter	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sodium-dependent pantothenate transporter	SMVT	Homo_sapiens	UniProt
Custom_transmembrane_transport	Sperm specific NHE (SLC9C1)	SLC9C1	Homo_sapiens	PMID:21186281
Custom_transmembrane_transport	SUT1 (SLC13A4)	SLC13A4	Homo_sapiens	UniProt
Custom_transmembrane_transport	SVCT1 (SLC23A1)	SLC23A1	Homo_sapiens	UniProt
Custom_transmembrane_transport	SVCT2 (SLC23A2)	SLC23A2	Homo_sapiens	UniProt;PMID: 33072764
Custom_transmembrane_transport	TauT (SLC6A6)	SLC6A6	Homo_sapiens	UniProt;PMID: 33072764
